project,versionId,versionIndex,versionDate,ATDI,ATDI_WEIGHTED,AffectedClassesRatio,AffectedComponentType,AffectedConstructType,AffectedElements,AffectsIndexList,AfferentAffectedRatio,CentralComponent,EfferentAffectedRatio,InstabilityGap,LOCDensity,MeanContTreeDepth,MeanContTreeDistance,NumberOfEdges,PageRankWeighted,PageRankWeightedRanking,Severity,Shape,Size,SmellExtent,SmellExtentByWeight,StDContTreeDepth,StDContTreeDistance,Strength,TotalNumberOfChanges,smellType,vertexId,vertexLabel
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,9.029441297068253,9.029441297068253,0.0,UNIT,IMPLEMENTATION,"[org.apache.logging.log4j.test.junit.ThreadContextInitializer, org.apache.logging.log4j.test.junit.InitializesThreadContext]",21574;21506,0.0,,0.0,0.0,0.0,6.0,0.0,2,4.5506979407184185E-8,1,5.21315036349428,TINY,2,3,3,0.0,0.0,0.0,0,cyclicDep,169418,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,6.985657454585648,6.985657454585648,0.0,UNIT,CONCRETE_CLASS,"[org.apache.logging.slf4j.Log4jLogger, org.apache.logging.slf4j.Log4jLoggerFactory]",38489;38413,0.0,,0.0,0.0,0.0,4.0,0.0,2,7.212829125122201E-8,1,4.939605757183868,TINY,2,2,2,0.0,0.0,0.0,0,cyclicDep,169424,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,17.81000183810356,17.81000183810356,0.0,UNIT,IMPLEMENTATION,"[org.apache.logging.slf4j.LoggerContextResolver, org.apache.logging.slf4j.LoggerContextSource]",38363;38344,0.0,,0.0,0.0,0.0,4.0,0.0,2,6.886436165773453E-8,1,4.939605757183868,TINY,2,13,13,0.0,0.0,0.0,0,cyclicDep,169430,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,24.306270518241938,2.562105875394859,0.0,UNIT,CONCRETE_CLASS,"[org.apache.log4j.Priority, org.apache.log4j.Level, org.apache.log4j.helpers.OptionConverter]",16202;16203;15378;15381;28659;28671,0.0,,0.0,0.0,0.0,3.3333333333333335,1.3333333333333333,6,5.531341071680328E-7,1,2.562105875394859,CLIQUE,3,90,1,0.4714045207910317,0.9428090415820634,0.0,0,cyclicDep,169436,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,68.41682607970925,3.8984104697912287,0.0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.spi, org.apache.logging.log4j.internal, org.apache.logging.log4j.util]",54753;54763;54742;55286;55717;55179,0.0,,0.0,0.0,0.0,5.0,2.0,6,2.4873500678027224E-4,1,3.8984104697912287,CLIQUE,3,308,1,0.0,0.0,0.0,0,cyclicDep,169443,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,33.23659023786026,5.068532494004295,0.0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.context.internal, org.apache.logging.log4j.simple]",54355;55223;55240;55026;55632;55465,0.0,,0.0,0.0,0.0,5.75,3.0,6,9.607532657849782E-5,1,5.068532494004295,STAR,4,43,1,0.82915619758885,1.0,0.0,0,cyclicDep,169450,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,39.1616764786664,39.1616764786664,0.0,UNIT,ABSTRACTION,"[org.apache.logging.log4j.core.util.internal.instant.InstantPatternLegacyFormatter, org.apache.logging.log4j.core.util.internal.instant.InstantPatternDynamicFormatter, org.apache.logging.log4j.core.util.internal.instant.InstantPatternFormatter, org.apache.logging.log4j.core.util.internal.instant.InstantPatternThreadLocalCachedFormatter]",24843;24849;24804;24854;24778;24838;24807;24795;24787,0.0,,0.0,0.0,0.0,8.0,0.0,7,7.9250047042012E-8,1,3.605124536060608,STAR,4,118,118,0.0,0.0,0.0,0,cyclicDep,169458,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,29.08869381777237,5.224483638705387,0.0,UNIT,ABSTRACTION,"[org.apache.logging.log4j.core.jmx.ContextSelectorAdmin, org.apache.logging.log4j.core.jmx.LoggerContextAdmin, org.apache.logging.log4j.core.jmx.RingBufferAdminMBean, org.apache.logging.log4j.core.jmx.AsyncAppenderAdmin, org.apache.logging.log4j.core.jmx.AppenderAdmin, org.apache.logging.log4j.core.jmx.StatusLoggerAdmin, org.apache.logging.log4j.core.jmx.Server, org.apache.logging.log4j.core.jmx.LoggerConfigAdmin]",14312;14475;14366;14487;14427;14491;14296;14374;14382;14446;14250;14454;14342;14387,0.0,,0.0,0.0,0.0,6.0,2.0,14,1.1264133948816763E-7,1,5.224483638705387,STAR,8,31,1,0.0,0.0,0.0,0,cyclicDep,169466,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,260.7167218727855,22.07074199694401,0.0,CONTAINER,PACKAGE,"[org.apache.log4j.config, org.apache.log4j.bridge, org.apache.logging.log4j, org.apache.log4j]",54843;54292;55192;54691;54440;16260;16296;54495,0.0,,0.0,0.0,0.0,3.75,2.0,9,1.0365487006815287E-4,1,4.50517134476069,STAR,4,3349,24,0.4330127018922193,1.0,0.0,0,cyclicDep,169478,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,64.42673229087762,4.985490224293837,0.0,CONTAINER,PACKAGE,"[org.apache.log4j.config, org.apache.log4j.builders.filter, org.apache.log4j.builders.rewrite, org.apache.log4j.builders, org.apache.log4j.builders.appender, org.apache.log4j.builders.rolling, org.apache.log4j.builders.layout]",36849;54505;36845;55121;55270;55272;55273;54612;54906;54774;36853;36833;55142;36841;55509;54794;55385,0.0,,0.0,0.0,0.0,4.714285714285714,3.9047619047619047,16,7.0807396564973935E-6,1,4.985490224293837,STAR,7,167,1,0.45175395145262565,0.4259177099999599,0.0,0,cyclicDep,169486,smell
